from_station_code,Train_name,zone,chair_car,second_ac,first_ac,first_class,third_ac,sleeper,total no of classes ,from_station_name,number,arrival,departure,return_train,to_station_code,to_station_name,duration_m,duration_h,type,distance
HWH,Howrah - Secunderabad Falaknuma SF Express,SCR,0,1,1,0,1,1,,HOWRAH JN,12703,09:35:00,07:25:00,12704,SC,SECUNDERABAD JN,10,26,SF,1545
,,,,,,,,,,,,,,,,,,,,
SC,Falaknuma Express,SCR,0,1,1,0,1,1,,SECUNDERABAD JN,12704,17:45:00,16:00:00,12703,HWH,HOWRAH JN,45,25,SF,1545
,,,,,,,,,,,,,,,,,,,,
TPTY,Andhra Pradesh Sampark Kranti Express,SCR,0,1,0,0,1,1,,TIRUPATI MAIN,12707,18:00:00,05:45:00,12708,NZM,DELHI H NIZAMUDDIN,15,36,SKr,2302
,,,,,,,,,,,,,,,,,,,,
NZM,Andhra Pradesh Sampark Kranti Express,SCR,0,1,0,0,1,1,,DELHI H NIZAMUDDIN,12708,21:35:00,07:25:00,12707,TPTY,TIRUPATI MAIN,10,38,SKr,2302
,,,,,,,,,,,,,,,,,,,,
SC,Simhapuri SF Express,SCR,0,1,1,0,1,1,,SECUNDERABAD JN,12710,08:50:00,22:30:00,12709,GDR,GUDUR JN,20,10,SF,644
,,,,,,,,,,,,,,,,,,,,
BZA,Pinakini Express,SCR,1,0,0,0,0,0,,VIJAYAWADA JN,12711,13:00:00,06:00:00,12712,MAS,CHENNAI CENTRAL,0,7,SF,431
,,,,,,,,,,,,,,,,,,,,
MAS,Pinakini Express,SCR,1,0,0,0,0,0,,CHENNAI CENTRAL,12712,21:10:00,14:05:00,12711,BZA,VIJAYAWADA JN,5,7,SF,431
,,,,,,,,,,,,,,,,,,,,
SC,Satavahana Express,SCR,1,0,0,0,0,0,,SECUNDERABAD JN,12714,21:50:00,16:15:00,12713,BZA,VIJAYAWADA JN,35,5,SF,351
,,,,,,,,,,,,,,,,,,,,
NED,Sachkhand SF Express,SCR,0,1,0,0,1,1,,HUZUR SAHIB NANDED,12715,20:15:00,09:30:00,12716,ASR,AMRITSAR JN,45,34,SF,2081
,,,,,,,,,,,,,,,,,,,,
MXN,Mariani-Guwahati Intercity Express,NFR,0,0,0,0,0,0,,MARIANI JN,15718,13:45:00,03:30:00,15717,GHY,GUWAHATI,15,10,Exp,404
,,,,,,,,,,,,,,,,,,,,
MSB,Chennai Beach Tambaram EMU(12 Car),SR,0,0,0,0,0,0,,CHENNAI BEACH,40015,08:52:00,07:57:00,,TBM,TAMBARAM,55,0,MEMU,33
,,,,,,,,,,,,,,,,,,,,
PTK,PATHANKOT - JOGINDER NAGAR PASSENGER,NR,0,0,0,0,0,0,,PATHANKOT,52473,19:45:00,10:00:00,52472,JDNX,JOGINDER NAGAR,45,9,Pass,170
,,,,,,,,,,,,,,,,,,,,
CAPE,KANYAKUMARI - KOL HOWRAH Weekly Exp,SR,0,1,0,0,1,1,,KANYAKUMARI,12666,03:20:00,07:50:00,12665,HWH,HOWRAH JN,30,43,SF,2431
,,,,,,,,,,,,,,,,,,,,
MAS,CHENNAI CENTRAL - CHHAPRA Ganga Kaveri Exp,SR,0,1,0,0,1,1,,CHENNAI CENTRAL,12669,11:40:00,17:35:00,12670,CPR,CHHAPRA,5,42,SF,2343
,,,,,,,,,,,,,,,,,,,,
CPR,CHHAPRA - CHENNAI CENTRAL Ganga Kaveri Exp,SR,0,1,0,0,1,1,,CHHAPRA,12670,14:25:00,21:00:00,12669,MAS,CHENNAI CENTRAL,25,41,SF,2343
,,,,,,,,,,,,,,,,,,,,
MAS,Nilgiri (Blue Mountain) Express,SR,0,1,1,0,1,1,,CHENNAI CENTRAL,12671,06:15:00,21:00:00,12672,MTP,Mettupalayam,15,9,SF,532
,,,,,,,,,,,,,,,,,,,,
MTP,Nilgiri (Blue Mountain) Express,SR,0,1,1,0,1,1,,Mettupalayam,12672,05:05:00,19:45:00,12671,MAS,CHENNAI CENTRAL,20,9,SF,532
,,,,,,,,,,,,,,,,,,,,
MAS,Chennai - Mangalore Express,SR,0,1,1,0,1,1,,CHENNAI CENTRAL,12685,09:05:00,17:00:00,12686,MAQ,MANGALORE CNTL,5,16,SF,889
,,,,,,,,,,,,,,,,,,,,
MAQ,Mangalore - Chennai Express,SR,0,1,1,0,1,1,,MANGALORE CNTL,12686,08:00:00,16:10:00,12685,MAS,CHENNAI CENTRAL,50,15,SF,889
,,,,,,,,,,,,,,,,,,,,
MAS,Chennai Dehradun Express,SR,0,1,0,0,1,1,,CHENNAI CENTRAL,12687,05:00:00,09:45:00,12688,DDN,DEHRADUN,15,43,SF,2488
,,,,,,,,,,,,,,,,,,,,
DDN,Dehradun Chennai Express,SR,0,1,0,0,1,1,,DEHRADUN,12688,02:15:00,07:20:00,12687,MAS,CHENNAI CENTRAL,55,42,SF,2488
,,,,,,,,,,,,,,,,,,,,
NCJ,NAGERCOIL - CHENNAI SF Exp,SR,0,0,0,0,1,1,,NAGERCOIL JN,12690,12:25:00,19:40:00,12689,MAS,CHENNAI CENTRAL,45,16,SF,927
,,,,,,,,,,,,,,,,,,,,
MAS,CHENNAI - SSP NILAYAM SF Exp,SR,0,1,0,0,1,1,,CHENNAI CENTRAL,12691,09:20:00,23:30:00,12692,SSPN,SATYA SAI P NILAYAM,50,9,SF,529
,,,,,,,,,,,,,,,,,,,,
SSPN,SSP NILAYAM - CHENNAI SF Exp,SR,0,1,0,0,1,1,,SATYA SAI P NILAYAM,12692,05:15:00,18:45:00,12691,MAS,CHENNAI CENTRAL,30,10,SF,529
,,,,,,,,,,,,,,,,,,,,
MS,CHENNAI EGMORE - TUTICORIN Pearl City SF Exp,SR,0,1,1,1,1,1,,CHENNAI EGMORE,12693,07:30:00,19:35:00,12694,TN,TUTICORIN,55,11,SF,656
,,,,,,,,,,,,,,,,,,,,
TN,TUTICORIN - CHENNAI EGMORE Pearl City SF Exp,SR,0,1,1,1,1,1,,TUTICORIN,12694,07:40:00,19:45:00,12693,MS,CHENNAI EGMORE,55,11,SF,656
,,,,,,,,,,,,,,,,,,,,
GNT,Guntur-Secunderabad SF Intercity,SCR,1,0,0,0,0,0,,GUNTUR JN,12705,21:50:00,15:00:00,12706,SC,SECUNDERABAD JN,50,6,SF,383
,,,,,,,,,,,,,,,,,,,,
SC,Secunderabad-Guntur SF Intercity,SCR,1,0,0,0,0,0,,SECUNDERABAD JN,12706,14:25:00,07:40:00,12705,GNT,GUNTUR JN,45,6,SF,383
,,,,,,,,,,,,,,,,,,,,
ASR,Sachkhand SF Express,SCR,0,1,0,0,1,1,,AMRITSAR JN,12716,15:50:00,05:40:00,12715,NED,HUZUR SAHIB NANDED,10,34,SF,2081
,,,,,,,,,,,,,,,,,,,,
AII,AJMER - HYDERABAD DECCAN SF Exp,SCR,0,1,0,0,1,1,,AJMER JN,12719,00:30:00,17:40:00,12720,HYB,HYDERABAD DECCAN,50,30,SF,1711
,,,,,,,,,,,,,,,,,,,,
HYB,HYDERABAD DECCAN - AJMER SF Exp,SCR,0,1,0,0,1,1,,HYDERABAD DECCAN,12720,03:05:00,20:30:00,12719,AII,AJMER JN,35,30,SF,1711
,,,,,,,,,,,,,,,,,,,,
SBC,Siddhaganga Intercity Express,SWR,1,0,0,0,0,0,,BANGALORE CITY JN,12725,21:50:00,13:00:00,12726,DWR,DHARWAR,50,8,SF,490
,,,,,,,,,,,,,,,,,,,,
DWR,Siddhaganga InterCity Express,SWR,1,0,0,0,0,0,,DHARWAR,12726,14:05:00,05:15:00,12725,SBC,BANGALORE CITY JN,50,8,SF,490
,,,,,,,,,,,,,,,,,,,,
TPTY,Tirupati-Secunderabad Express,SCR,0,1,0,0,1,1,,TIRUPATI MAIN,12731,07:00:00,16:45:00,12732,SC,SECUNDERABAD JN,15,14,SF,801
,,,,,,,,,,,,,,,,,,,,
SC,Secunderabad-Tirupati Express,SCR,0,1,0,0,1,1,,SECUNDERABAD JN,12732,09:30:00,19:00:00,12731,TPTY,TIRUPATI MAIN,30,14,SF,801
,,,,,,,,,,,,,,,,,,,,
TPTY,Narayanadri Express,SCR,0,1,1,0,1,1,,TIRUPATI MAIN,12733,06:25:00,18:25:00,12734,SC,SECUNDERABAD JN,0,12,SF,661
,,,,,,,,,,,,,,,,,,,,
SC,Narayanadri Express,SCR,0,1,1,0,1,1,,SECUNDERABAD JN,12734,06:05:00,18:05:00,12733,TPTY,TIRUPATI MAIN,0,12,SF,661
,,,,,,,,,,,,,,,,,,,,
COA,Gowthami SF Express,SCR,0,1,1,0,1,1,,Kakinada Port,12737,06:35:00,20:20:00,12738,SC,SECUNDERABAD JN,15,10,SF,566
,,,,,,,,,,,,,,,,,,,,
SC,Secunderabad - Kakinada Gowthami SF Express,SCR,0,1,1,0,1,1,,SECUNDERABAD JN,12738,07:30:00,21:15:00,12737,COA,Kakinada Port,15,10,SF,566
,,,,,,,,,,,,,,,,,,,,
SC,Secunderabad-Visakhapatnam Garib Rath,SCR,0,0,0,0,1,0,,SECUNDERABAD JN,12740,07:30:00,20:15:00,12739,VSKP,VISHAKAPATNAM,15,11,GR,701
,,,,,,,,,,,,,,,,,,,,
VSG,VASCO DA GAMA - PATNA SF Exp,SWR,0,1,0,0,1,1,,VASCO DA GAMA,12741,12:10:00,19:10:00,12742,PNBE,PATNA JN,0,41,SF,2419
,,,,,,,,,,,,,,,,,,,,
PNBE,PATNA - VASCO DA GAMA SF Exp,SWR,0,1,0,0,1,1,,PATNA JN,12742,08:55:00,14:00:00,12741,VSG,VASCO DA GAMA,55,42,SF,2419
,,,,,,,,,,,,,,,,,,,,
GNT,Palnadu Express,SCR,1,0,0,0,0,0,,GUNTUR JN,12747,12:10:00,05:45:00,12748,VKB,VIKARABAD JN,25,6,SF,353
,,,,,,,,,,,,,,,,,,,,
VKB,Palnadu Express,SCR,1,0,0,0,0,0,,VIKARABAD JN,12748,20:00:00,13:45:00,12747,GNT,GUNTUR JN,15,6,SF,353
,,,,,,,,,,,,,,,,,,,,
LTT,Mumbai LTT-Visakhapatnam SF Express,ECoR,0,1,1,0,1,1,,LOKMANYA TILAK TERM,12750,14:45:00,12:25:00,12749,VSKP,VISHAKAPATNAM,20,26,SF,1502
,,,,,,,,,,,,,,,,,,,,
MUGR,Manuguru-Secunderabad Tri Weekly SF Express,SCR,0,1,0,0,1,1,,Manuguru,12751,03:45:00,21:45:00,12752,SC,SECUNDERABAD JN,0,6,SF,331
,,,,,,,,,,,,,,,,,,,,
SC,Secunderabad-Manuguru SF Express,SCR,0,1,0,0,1,1,,SECUNDERABAD JN,12752,05:45:00,23:45:00,12751,MUGR,Manuguru,0,6,SF,331
,,,,,,,,,,,,,,,,,,,,
MAS,Chennai-NewJalpaiguri SF Express,SR,0,1,0,0,1,1,,CHENNAI CENTRAL,12753,03:45:00,11:00:00,12754,NJP,NEW JALPAIGURI,45,40,SF,2257
,,,,,,,,,,,,,,,,,,,,
NJP,New Jalpaiguri-Chennai SF Express,SR,0,1,0,0,1,1,,NEW JALPAIGURI,12754,14:55:00,22:00:00,12753,MAS,CHENNAI CENTRAL,55,40,SF,2257
,,,,,,,,,,,,,,,,,,,,
TPTY,Padmavati Express,SCR,0,1,0,0,1,1,,TIRUPATI MAIN,12763,05:50:00,17:00:00,12764,SC,SECUNDERABAD JN,50,12,SF,737
,,,,,,,,,,,,,,,,,,,,
SC,Padmavati Express,SCR,0,1,0,0,1,1,,SECUNDERABAD JN,12764,07:00:00,18:30:00,12763,TPTY,TIRUPATI MAIN,30,12,SF,737
,,,,,,,,,,,,,,,,,,,,
UBL,HUBLI - TRIVANDRUM KOCHUVELI SF Exp,SWR,0,1,0,0,1,1,,HUBLI JN,12777,06:30:00,06:50:00,12778,KCVL,KOCHUVELI,40,23,SF,1307
,,,,,,,,,,,,,,,,,,,,
MSB,Chennai Beach TambaramEMU,?,0,0,0,0,0,0,,CHENNAI BEACH,40045,10:52:00,09:57:00,,TBM,TAMBARAM,55,0,MEMU,29
,,,,,,,,,,,,,,,,,,,,
PTK,PATHANKOT - BAIJNATHPAPROLA PASSENGER,NR,0,0,0,0,0,0,,PATHANKOT,52469,22:30:00,15:50:00,52468,BJPL,BAIJNATH PAPROLA,40,6,Pass,141
,,,,,,,,,,,,,,,,,,,,
BGP,Bhagalpur Banka Passenger,ER,0,0,0,0,0,0,,BHAGALPUR,53448,19:40:00,17:25:00,53449,BAKA,Banka,15,2,Pass,53
,,,,,,,,,,,,,,,,,,,,
CPR,Chhapra Bhatni Passenger,NER,0,0,0,0,0,0,,CHHAPRA,55010,20:35:00,17:25:00,55009,BTT,BHATNI JN,10,3,Pass,110
,,,,,,,,,,,,,,,,,,,,
BHJ,Barhaj Bazar Bhatni Passenger,NER,0,0,0,0,0,0,,Barhaj Bazar,55102,12:15:00,10:20:00,55103,BTT,BHATNI JN,55,1,Pass,0
,,,,,,,,,,,,,,,,,,,,
BTT,Bhatani Barhaj Passenger,NER,0,0,0,0,0,0,,BHATNI JN,55103,16:55:00,15:25:00,55102,BHJ,Barhaj Bazar,30,1,Pass,0
,,,,,,,,,,,,,,,,,,,,
BTT,Bhatni Chhapra Passenger,NER,0,0,0,0,0,0,,BHATNI JN,55118,18:30:00,17:10:00,55117,SV,SIWAN JN,20,1,Pass,49
,,,,,,,,,,,,,,,,,,,,
BTT,Bhatani Manduadih Passenger,NER,0,0,0,0,0,0,,BHATNI JN,55123,20:00:00,14:05:00,55122,MUV,MANDUADIH,55,5,Pass,165
,,,,,,,,,,,,,,,,,,,,
VSKP,Ratnachal SF Express,SCR,1,0,0,0,0,0,,VISHAKAPATNAM,12717,18:35:00,12:30:00,12718,BZA,VIJAYAWADA JN,5,6,SF,351
,,,,,,,,,,,,,,,,,,,,
BZA,Ratnachal SF Express,SCR,1,0,0,0,0,0,,VIJAYAWADA JN,12718,12:05:00,06:05:00,12717,VSKP,VISHAKAPATNAM,0,6,SF,351
,,,,,,,,,,,,,,,,,,,,
HYB,Dakshin SF Express,SCR,0,1,0,0,1,1,,HYDERABAD DECCAN,12721,04:05:00,22:30:00,12722,NZM,DELHI H NIZAMUDDIN,35,29,SF,1670
,,,,,,,,,,,,,,,,,,,,
NZM,Dakshin SF Express,SCR,0,1,0,0,1,1,,DELHI H NIZAMUDDIN,12722,05:00:00,22:50:00,12721,HYB,HYDERABAD DECCAN,10,30,SF,1670
,,,,,,,,,,,,,,,,,,,,
HYB,Andhra Pradesh Express,SCR,0,1,1,0,1,1,,HYDERABAD DECCAN,12723,09:05:00,06:25:00,12724,NDLS,NEW DELHI,40,26,SF,1677
,,,,,,,,,,,,,,,,,,,,
NDLS,Andhra Pradesh Express,SCR,0,1,1,0,1,1,,NEW DELHI,12724,19:50:00,17:30:00,12723,HYB,HYDERABAD DECCAN,20,26,SF,1677
,,,,,,,,,,,,,,,,,,,,
VSKP,Godavari SF Express,SCR,0,1,1,0,1,1,,VISHAKAPATNAM,12727,06:15:00,17:25:00,12728,HYB,HYDERABAD DECCAN,50,12,SF,711
,,,,,,,,,,,,,,,,,,,,
HYB,Godavari SF Express,SCR,0,1,1,0,1,1,,HYDERABAD DECCAN,12728,05:50:00,17:15:00,12727,VSKP,VISHAKAPATNAM,35,12,SF,711
,,,,,,,,,,,,,,,,,,,,
PUNE,Pune-Nanded Express,SCR,0,1,0,0,1,1,,PUNE JN,12729,10:00:00,22:00:00,12730,NED,HUZUR SAHIB NANDED,0,12,SF,662
,,,,,,,,,,,,,,,,,,,,
NED,Nanded-Pune SuperFast Express,SCR,0,1,0,0,1,1,,HUZUR SAHIB NANDED,12730,09:20:00,21:20:00,12729,PUNE,PUNE JN,0,12,SF,662
,,,,,,,,,,,,,,,,,,,,
MAS,Sangrami SF Expres,SR,0,0,0,0,1,1,,CHENNAI CENTRAL,12755,18:10:00,14:35:00,12756,HLZ,Haldia,35,27,SF,1647
,,,,,,,,,,,,,,,,,,,,
HLZ,Sangrami Expres,SR,0,0,0,0,1,1,,Haldia,12756,17:00:00,11:30:00,12755,MAS,CHENNAI CENTRAL,30,29,SF,1647
,,,,,,,,,,,,,,,,,,,,
MAS,Charminar Express,SCR,0,1,1,0,1,1,,CHENNAI CENTRAL,12759,08:00:00,18:10:00,12760,HYB,HYDERABAD DECCAN,50,13,SF,790
,,,,,,,,,,,,,,,,,,,,
HYB,Charminar Express,SCR,0,1,1,0,1,1,,HYDERABAD DECCAN,12760,08:15:00,18:30:00,12759,MAS,CHENNAI CENTRAL,45,13,SF,790
,,,,,,,,,,,,,,,,,,,,
KCG,Kacheguda-Bangalore SF Express,SCR,0,1,1,0,1,1,,KACHEGUDA,12785,06:25:00,19:05:00,12786,SBC,BANGALORE CITY JN,20,11,SF,625
,,,,,,,,,,,,,,,,,,,,
RMM,Rameswaram Kanyakumari SF Express,SR,0,0,0,0,1,1,,RAMESWARAM,12789,04:05:00,20:45:00,12790,CAPE,KANYAKUMARI,20,7,SF,407
,,,,,,,,,,,,,,,,,,,,
CAPE,Kanyakumari Rameswaram SF Express,SR,0,0,0,0,1,1,,KANYAKUMARI,12790,05:20:00,22:00:00,12789,RMM,RAMESWARAM,20,7,SF,407
,,,,,,,,,,,,,,,,,,,,
SC,SECUNDERABAD - DANAPUR SF EXP,SCR,0,1,0,0,1,1,,SECUNDERABAD JN,12791,19:10:00,10:00:00,12792,DNR,DANAPUR,10,33,SF,1840
,,,,,,,,,,,,,,,,,,,,
DNR,DANAPUR - SECUNDERABAD SF EXP,SCR,0,1,0,0,1,1,,DANAPUR,12792,21:30:00,12:05:00,12791,SC,SECUNDERABAD JN,25,33,SF,1840
,,,,,,,,,,,,,,,,,,,,
MS,Chennai Egmore Madurai BI-Weekly Superfast Express,SR,0,1,1,0,1,1,,CHENNAI EGMORE,12793,08:50:00,22:45:00,12794,MDU,MADURAI JN,5,10,SF,561
,,,,,,,,,,,,,,,,,,,,
MDU,Madurai Chennai Egmore BI-Weekly Superfast Express,SR,0,1,1,0,1,1,,MADURAI JN,12794,07:20:00,21:10:00,12793,MS,CHENNAI EGMORE,10,10,SF,561
,,,,,,,,,,,,,,,,,,,,
NDLS,Purushottam SF Express,ECoR,0,1,0,0,1,1,,NEW DELHI,12802,05:20:00,22:20:00,12801,PURI,PURI,0,31,SF,1863
,,,,,,,,,,,,,,,,,,,,
VSKP,Janmabhoomi Express,ECoR,1,0,0,0,0,0,,VISHAKAPATNAM,12805,18:25:00,06:00:00,12806,SC,SECUNDERABAD JN,25,12,SF,689
,,,,,,,,,,,,,,,,,,,,
SC,Janmabhoomi Express,ECoR,1,0,0,0,0,0,,SECUNDERABAD JN,12806,19:40:00,07:10:00,12805,VSKP,VISHAKAPATNAM,30,12,SF,689
,,,,,,,,,,,,,,,,,,,,
LTT,MUMBAI - HATIA LTT SF Exp,SER,0,1,0,0,1,1,,LOKMANYA TILAK TERM,12811,03:45:00,00:15:00,12812,HTE,HATIA,30,27,SF,1706
,,,,,,,,,,,,,,,,,,,,
HTE,HATIA - MUMBAI LTT SF Exp,SER,0,1,0,0,1,1,,HATIA,12812,13:35:00,09:40:00,12811,LTT,LOKMANYA TILAK TERM,55,27,SF,1706
,,,,,,,,,,,,,,,,,,,,
HWH,Steel Express,SER,1,0,1,0,1,0,,HOWRAH JN,12813,21:25:00,17:30:00,12814,TATA,TATANAGAR JN,55,3,SF,250
,,,,,,,,,,,,,,,,,,,,
TATA,Steel Express,SER,1,0,1,0,1,0,,TATANAGAR JN,12814,10:20:00,06:15:00,12813,HWH,HOWRAH JN,5,4,SF,250
,,,,,,,,,,,,,,,,,,,,
NDLS,New Delhi-Puri Superfast Express,SER,0,1,0,0,1,1,,NEW DELHI,12816,12:25:00,06:30:00,12815,PURI,PURI,55,29,SF,1794
,,,,,,,,,,,,,,,,,,,,
HTE,Jharkhand Swarna Jayanti SF Express,SER,0,1,0,0,1,1,,HATIA,12817,13:50:00,14:40:00,12818,ANVT,ANAND VIHAR TRM,10,23,SF,1300
,,,,,,,,,,,,,,,,,,,,
ANVT,Jharkhand Swarna Jayanti Express,SER,0,1,0,0,1,1,,ANAND VIHAR TRM,12818,16:40:00,19:50:00,12817,HTE,HATIA,50,20,SF,1303
,,,,,,,,,,,,,,,,,,,,
BBS,Orissa Sampark Kranti Express,ECoR,0,1,0,0,1,1,,BHUBANESWAR,12819,20:50:00,15:40:00,12820,NDLS,NEW DELHI,10,29,SKr,1799
,,,,,,,,,,,,,,,,,,,,
NDLS,Orissa Sampark Kranti Express,ECoR,0,1,0,0,1,1,,NEW DELHI,12820,12:10:00,07:10:00,12819,BBS,BHUBANESWAR,0,29,SKr,1799
,,,,,,,,,,,,,,,,,,,,
HWH,Dhauli Express,SER,1,0,0,0,0,0,,HOWRAH JN,12821,14:30:00,06:00:00,12822,PURI,PURI,30,8,SF,502
,,,,,,,,,,,,,,,,,,,,
PURI,Dhauli Express,SER,1,0,0,0,0,0,,PURI,12822,20:15:00,11:50:00,12821,HWH,HOWRAH JN,25,8,SF,502
,,,,,,,,,,,,,,,,,,,,
HWH,Howrah Purulia Express,SER,1,0,0,0,0,0,,HOWRAH JN,12827,22:20:00,16:50:00,12828,PRR,PURULIA JN,30,5,SF,323
,,,,,,,,,,,,,,,,,,,,
PRR,Howrah Express,SER,1,0,0,0,0,0,,PURULIA JN,12828,11:20:00,05:30:00,12827,HWH,HOWRAH JN,50,5,SF,323
,,,,,,,,,,,,,,,,,,,,
MAS,Chennai Bhubaneswar SF Express,ECoR,0,1,0,0,1,1,,CHENNAI CENTRAL,12829,17:35:00,21:10:00,12830,BBS,BHUBANESWAR,25,20,SF,1223
,,,,,,,,,,,,,,,,,,,,
BBS,Bhubaneswar Chennai Superfast Express,ECoR,0,1,0,0,1,1,,BHUBANESWAR,12830,08:55:00,12:00:00,12829,MAS,CHENNAI CENTRAL,55,20,SF,1223
,,,,,,,,,,,,,,,,,,,,
DHN,DHANBAD - BHUBANESWAR Garib Rath Exp,SER,0,0,0,0,1,0,,DHANBAD JN,12831,08:15:00,16:00:00,12832,BBS,BHUBANESWAR,15,16,GR,780
,,,,,,,,,,,,,,,,,,,,
BBS,BHUBANESWAR - DHANBAD Garib Rath Exp,SER,0,0,0,0,1,0,,BHUBANESWAR,12832,10:45:00,20:10:00,12831,DHN,DHANBAD JN,35,14,GR,780
,,,,,,,,,,,,,,,,,,,,
ADI,AHMEDABAD - HOWRAH SF EXP,SER,0,1,0,0,1,1,,AHMEDABAD JN,12833,13:30:00,23:55:00,12834,HWH,HOWRAH JN,35,37,SF,2087
,,,,,,,,,,,,,,,,,,,,
HWH,HOWRAH - AHMEDABAD SF EXP,SER,0,1,0,0,1,1,,HOWRAH JN,12834,13:25:00,23:55:00,12833,ADI,AHMEDABAD JN,30,37,SF,2087
,,,,,,,,,,,,,,,,,,,,
MSB,Chennai Beach Tambaram EMU(12 Car),SR,0,0,0,0,0,0,,CHENNAI BEACH,40017,09:00:00,08:05:00,,TBM,TAMBARAM,55,0,MEMU,33
,,,,,,,,,,,,,,,,,,,,
BHJ,Barhaj Bazar Bhatni Passenger,NER,0,0,0,0,0,0,,Barhaj Bazar,55104,21:20:00,19:55:00,55103,BTT,BHATNI JN,25,1,Pass,0
,,,,,,,,,,,,,,,,,,,,
SV,Siwan Bhatni Passenger,NER,0,0,0,0,0,0,,SIWAN JN,55117,12:25:00,09:20:00,55118,BTT,BHATNI JN,5,3,Pass,49
,,,,,,,,,,,,,,,,,,,,
BTT,Bhatni Varanasi Passenger,NER,0,0,0,0,0,0,,BHATNI JN,55121,10:35:00,05:30:00,,BSB,VARANASI JN,5,5,Pass,161
,,,,,,,,,,,,,,,,,,,,
MUV,Manduadih Bhatni Passenger,NER,0,0,0,0,0,0,,MANDUADIH,55122,11:50:00,06:30:00,55123,BTT,BHATNI JN,20,5,Pass,165
,,,,,,,,,,,,,,,,,,,,
BCY,Varanasi City- Bhatni Passenger,NER,0,0,0,0,0,0,,VARANASI CITY,55124,19:45:00,14:00:00,,BTT,BHATNI JN,45,5,Pass,158
,,,,,,,,,,,,,,,,,,,,
VSG,VASCO DA GAMA - DELHI H NIZAMUDDIN Goa Exp,SWR,0,1,0,0,1,1,,VASCO DA GAMA,12779,06:15:00,15:10:00,12780-Slip,NZM,DELHI H NIZAMUDDIN,5,39,SF,2202
,,,,,,,,,,,,,,,,,,,,
NZM,H.Nizamuddin Hubli Goa Express Slip,SWR,0,1,0,0,0,1,,DELHI H NIZAMUDDIN,12780-Slip,06:30:00,15:05:00,12779,VSG,VASCO DA GAMA,25,39,SF,2202
,,,,,,,,,,,,,,,,,,,,
MYS,Mysore-Nizamuddin Swarna Jayanti Express,SWR,0,1,0,0,1,1,,MYSORE JN,12781,17:05:00,20:10:00,12782,NZM,DELHI H NIZAMUDDIN,55,44,SF,2618
,,,,,,,,,,,,,,,,,,,,
BSP,Bilaspur Tirunelveli SF Express,SR,0,1,0,0,1,1,,BILASPUR JN,12787,05:05:00,08:10:00,12788,TEN,TIRUNELVELI,55,44,SF,2493
,,,,,,,,,,,,,,,,,,,,
TEN,Tirunelveli Bilaspur SF Express,SR,0,1,0,0,1,1,,TIRUNELVELI,12788,21:35:00,01:00:00,12787,BSP,BILASPUR JN,35,44,SF,2494
,,,,,,,,,,,,,,,,,,,,
PURI,Purushottam SF Express,ECoR,0,1,0,0,1,1,,PURI,12801,04:50:00,21:50:00,12802,NDLS,NEW DELHI,0,31,SF,1863
,,,,,,,,,,,,,,,,,,,,
NZM,Swarna Jayanti Express,SER,0,1,0,0,1,1,,DELHI H NIZAMUDDIN,12804,17:25:00,06:00:00,12803,VSKP,VISHAKAPATNAM,25,35,SF,2096
,,,,,,,,,,,,,,,,,,,,
VSKP,Samata Express,ECoR,0,1,0,0,1,1,,VISHAKAPATNAM,12807,16:45:00,06:25:00,12808,NZM,DELHI H NIZAMUDDIN,20,34,SF,1911
,,,,,,,,,,,,,,,,,,,,
NZM,Samata Express,ECoR,0,1,0,0,1,1,,DELHI H NIZAMUDDIN,12808,18:30:00,08:40:00,12807,VSKP,VISHAKAPATNAM,50,33,SF,1911
,,,,,,,,,,,,,,,,,,,,
PURI,Puri New Delhi Superfast Express,SER,0,1,0,0,1,1,,PURI,12815,17:00:00,10:55:00,12816,NDLS,NEW DELHI,5,30,SF,1804
,,,,,,,,,,,,,,,,,,,,
DURG,Chhattisgarh Sampark Kranti Express,SER,0,1,1,0,1,1,,DURG,12823,09:05:00,12:00:00,12824,NZM,DELHI H NIZAMUDDIN,5,21,SKr,1281
,,,,,,,,,,,,,,,,,,,,
NZM,Chhattisgarh Sampark Kranti Express,SER,0,1,1,0,1,1,,DELHI H NIZAMUDDIN,12824,15:10:00,17:25:00,12823,DURG,DURG,45,21,SKr,1284
,,,,,,,,,,,,,,,,,,,,
RNC,Jharkhand Sampark Kranti Express,SER,0,1,0,0,1,1,,RANCHI,12825,20:50:00,23:40:00,12826,NDLS,NEW DELHI,10,21,SKr,1306
,,,,,,,,,,,,,,,,,,,,
HWH,Howrah-Puri Express,SER,0,1,1,0,1,1,,HOWRAH JN,12837,07:30:00,22:35:00,12838,PURI,PURI,55,8,SF,502
,,,,,,,,,,,,,,,,,,,,
PURI,Puri Howrah Express,SER,0,1,1,0,1,1,,PURI,12838,04:50:00,20:05:00,12837,HWH,HOWRAH JN,45,8,SF,502
,,,,,,,,,,,,,,,,,,,,
HWH,Howrah Chennai Superfast Mail,SER,0,1,1,0,1,1,,HOWRAH JN,12839,03:50:00,23:45:00,12840,MAS,CHENNAI CENTRAL,5,28,SF,1662
,,,,,,,,,,,,,,,,,,,,
HWH,Coromandel Express,SER,0,1,1,0,1,1,,HOWRAH JN,12841,17:15:00,14:50:00,12842,MAS,CHENNAI CENTRAL,25,26,SF,1662
,,,,,,,,,,,,,,,,,,,,
